Category,Text	
neutral,"""7250"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  13:02:31"",false,na,""801048211825623040"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""amitbhar10"",954,true,false"	
neutral,sophocles.	
neutral,"""3330"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  07:59:44"",false,na,""801334401623846913"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""amitosho84"",275,true,false"	
neutral,"""3318"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 08:00:18"",false,na,""801334544171409409"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""nkumar_"",19,true,false"	
neutral,"13:03:13"",false,na,""801048388535861250"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""newsleakcentre"",0,false,false"	
neutral,"""3314"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 08:00:38"",false,na,""801334628648886272"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sootradhar"",19,true,false"	
neutral,demonetization currencyban	
neutral,"""3308"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 08:01:23"",false,na,""801334817723940865"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sobandevarajan"",19,true,false"	
neutral,"""7247"",""when senior level politicians fight like school kids!"	
neutral,"""3301"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:01:43"",false,na,""801334900754366464"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ntsocool1"",275,true,false"	
neutral,"""3299"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 08:01:44"",false,na,""801334906605436928"",na,""<a href="""" rel=""""nofollow"""">mobile web (m5)</a>"",""marathabaan"",19,true,false"	
neutral,"""3294"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:02:41"",false,na,""801335146850951168"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""mrlatafan"",275,true,false"	
neutral,"replacing issues with graver issues?"",false,0,na,""2016-11-23 08:02:50"",false,na,""801335184905867264"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""ashokabraham"",4,true,false"	
neutral,"""3293"",""rt : will an escalation on the border be modi's answer to issues with demonetization?"	
neutral,"""7246"",""rt : watch what  thinks about demonetization ..  13:03:25"",false,na,""801048438875901952"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""srushticomputer"",428,true,false"	
neutral,"""3290"",""on demonetization as driver of disruption innovation  08:03:25"",false,na,""801335329429094400"",na,""<a href="""" rel=""""nofollow"""">linkedin</a>"",""lorenzoberiozza"",0,false,false"	
neutral,"""7839"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  11:24:12"",false,na,""801023472839299072"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""faller18"",954,true,false"	
neutral,"08:03:51"",false,na,""801335437474328576"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""dg_pib"",105,true,false"	
neutral,"""3287"",""rt : watch briefing on demonetization by dea secy  this morning here:"	
neutral,"""3283"",""mdr waived for debit card transactions at icici bank merchants demonetization"",false,0,na,""2016-11-23 08:04:10"",false,na,""801335520131510276"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""salonishuklaet"",0,false,false"	
neutral,"""7242"",""rt : you have been warned | the indian express"	
neutral,"insights"",false,0,na,""2016-11-23 08:05:03"",false,na,""801335742249242624"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""mrvvipak"",44,true,false"	
neutral,thank you prime minister	
neutral,"<ed><u+00a0><u+00be><ed><u+00b4><u+0092><ed><u+00a0><u+00bd><ed><u+00b8><u+0082><ed><u+00a0><u+00bd><ed><u+00b8><u+009c>  13:05:38"",false,na,""801048998094061568"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""pavan_sethi"",30,true,false"	
neutral,"""3271"",""rt : demonetization  taught me minimalism ."	
neutral,"""3269"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:05:08"",false,na,""801335762226737153"",na,""<a href="""" rel=""""nofollow"""">twitter for ipad</a>"",""sarasunita"",275,true,false"	
neutral,"""3267"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 08:05:16"",false,na,""801335796250935296"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""dipendradipzo"",19,true,false"	
neutral,"""3266"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 08:05:16"",false,na,""801335796297072640"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""jyotsnavm"",19,true,false"	
neutral,"""3261"",""rt :  on hon pm  's demonetization decision ...  08:05:53"",false,na,""801335952782270465"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""akashsarraf21"",144,true,false"	
neutral,"""3260"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:05:57"",false,na,""801335965960851457"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""prempoy30"",275,true,false"	
neutral,"""3259"",""rt : central team visits telangana to assess situation in context of demonetization."",false,0,na,""2016-11-23 08:05:57"",false,na,""801335966690590721"",na,""<a href="""" rel=""""nofollow"""">twitter for windows</a>"",""abhi_pundit"",4,true,false"	
neutral,"demonetization namo"",false,1,na,""2016-11-23 08:06:50"",false,na,""801336191668940801"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""letskarmyo"",0,false,false"	
neutral,"""3254"",""goodness in demonetisation  via"	
neutral,"""3253"",""rt : ratantata supports pm narendra modi for demonetization  08:06:56"",false,na,""801336214012002304"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""rajeshdchouhan"",47,true,false"	
neutral,"""3252"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:07:04"",false,na,""801336247394373632"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""d889e9b8440f4db"",275,true,false"	
neutral,"""3251"",""  i  don't understand why  doesn't address parlmnt on demonetization. it's his duty&amp;will defuse disruption."",false,0,""arunjaitley"",""2016-11-23 08:07:19"",false,na,""801336310845808640"",""2183816041"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""malikfa11448077"",0,false,false"	
neutral,*get me a jio sim	
neutral,*download paytm	
neutral,"""3242"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 08:08:18"",false,na,""801336559526092800"",na,""<a href="""" rel=""""nofollow"""">tweetcaster for android</a>"",""whostruthanyway"",19,true,false"	
neutral,"""3240"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:08:40"",false,na,""801336650005626881"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""akshaysince1987"",275,true,false"	
neutral,"""7235"",""rt : . when hitler got to know about demonetization"	
neutral,"""3236"",""chakrapani's datacard gives the numbers on demonetization and how the digital transformation is a pipe dream   08:09:01"",false,na,""801336741282070528"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""rkradhakrishn"",1,false,false"	
neutral,"insights"",false,0,na,""2016-11-23 08:09:25"",false,na,""801336839676325888"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""lokeshbharadwaj"",44,true,false"	
neutral,thank you prime minister	
neutral,"""3234"",""rt : demonetization  taught me minimalism ."	
neutral,"""7233"",""rt : can't say anything about productivity but creativity has increased after demonetization.(2016)  13:05:59"",false,na,""801049086610681857"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""jha__pooja"",1158,true,false"	
neutral,"""3225"",""rt : ratantata supports pm narendra modi for demonetization  08:10:22"",false,na,""801337081192660993"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""dhyangupta"",47,true,false"	
neutral,"""7232"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  13:06:12"",false,na,""801049138783584258"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""mahantesharali"",954,true,false"	
neutral,"demonetization"",false,7,na,""2016-11-23 08:11:35"",false,na,""801337383811743744"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""anshul_dave"",2,false,false"	
neutral,"""7231"",""rt : <ed><u+00a0><u+00bd><ed><u+00b1><u+0087>steps taken by modi government to improve public convenience on demonetization  13:06:17"",false,na,""801049163332845568"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""malathik1129"",40,true,false"	
neutral,"""3216"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:12:04"",false,na,""801337505199091712"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""manthandoc"",275,true,false"	
neutral,"""3210"",""demonetization no worries because   wallet is always there for me!!"	
neutral,"08:13:27"",false,na,""801337856186863618"",na,""<a href="""" rel=""""nofollow"""">tweetdeck</a>"",""bsindia"",16,false,false"	
neutral,"""3206"",""rt : ratantata supports pm narendra modi for demonetization  08:13:30"",false,na,""801337867003981824"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""lokeshbharadwaj"",47,true,false"	
neutral,"08:13:41"",false,na,""801337912520540160"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""sadafsayeed"",16,true,false"	
neutral,"08:13:53"",false,na,""801337963183476736"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sajeev_gopi"",16,true,false"	
neutral,"""3203"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:13:55"",false,na,""801337973388247041"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""trivedi9harshit"",275,true,false"	
neutral,"""7230"",""rt : aliens have take charge of india despite unpopular demonetization, people are rooting for ."",false,0,na,""2016-11-22 13:06:28"",false,na,""801049206509211652"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""nationalistdoc"",3,true,false"	
neutral,"""7837"",""rt : why demonetization was needed and its overall impact."	
neutral,"""7227"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  13:07:25"",false,na,""801049446125424644"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""anilk2100"",954,true,false"	
neutral,"""3200"",""rt :"	
neutral,"""3199"",""   effect of demonetization"	
neutral,"""3195"",""rt : central team visits telangana to assess situation in context of demonetization."",false,0,na,""2016-11-23 08:14:42"",false,na,""801338168914092033"",na,""<a href="""" rel=""""nofollow"""">twitter for windows</a>"",""click2amit"",4,true,false"	
neutral,"""3193"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:14:57"",false,na,""801338231950295044"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""karthik_k86"",275,true,false"	
neutral,"""3192"",""'joined the line of opposition mps demonstrating solidarity on demonetization'  08:15:10"",false,na,""801338288871239680"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""channelrt"",0,false,false"	
neutral,"08:15:27"",false,na,""801338356902858752"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""vsengupta"",16,true,false"	
neutral,"08:15:47"",false,na,""801338443125157890"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""finminindia"",105,true,false"	
neutral,"""3186"",""rt : watch briefing on demonetization by dea secy  this morning here:"	
neutral,"""3182"",""rt : putting nation over party politics nitishkumar supports pm  on demonetization  08:16:12"",false,na,""801338547156422657"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""prateek___kumar"",275,true,false"	
neutral,"""3179"",""rt : demonetization - folks who used to do big ticket purchases like bikes, cars using cash have vanished away"",false,0,na,""2016-11-23 08:16:34"",false,na,""801338639070461953"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""akshaychandorka"",19,true,false"	
neutral,"""7226"",""rt : and the oscar goes to """"mr.<u+092d><u+093e><u+0935><u+0941><u+0915>"""" <ed><u+00a0><u+00bd><ed><u+00b8><u+00a9><ed><u+00a0><u+00bd><ed><u+00b8><u+00a5><ed><u+00a0><u+00bd><ed><u+00b8><u+00a2><ed><u+00a0><u+00bd><ed><u+00b8><u+00ad>demonetization  13:07:31"",false,na,""801049470435663877"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""vanikjoshi"",954,true,false"	
neutral,"08:16:43"",false,na,""801338676601036800"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""gargac"",16,true,false"	
neutral,"""7224"",""rt : demonetization bulletin"	
neutral,"<ed><u+00a0><u+00bc><ed><u+00b6><u+0098> <ed><u+00a0><u+00bc><ed><u+00b6><u+0098> <ed><u+00a0><u+00bc><ed><u+00b6><u+0098> <ed><u+00a0><u+00bc><ed><u+00b6><u+0098>"",false,0,na,""2016-11-23 08:16:53"",false,na,""801338720804806661"",na,""<a href="""" rel=""""nofollow"""">hootsuite</a>"",""a_observr"",0,false,false"	
neutral,"""3172"",""demonetization could doom indian economy."	
neutral,"08:16:58"",false,na,""801338740136378370"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""arikgandhi"",105,true,false"	
neutral,"""3171"",""rt : watch briefing on demonetization by dea secy  this morning here:"	
neutral,"08:17:05"",false,na,""801338768011751424"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""prameshjain12"",105,true,false"	
neutral,"""3169"",""rt : watch briefing on demonetization by dea secy  this morning here:"	
neutral,"""7218"",""rt : can't say anything about productivity but creativity has increased after demonetization.(2016)  13:08:49"",false,na,""801049798665183232"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""rakeshg02852791"",1158,true,false"	
neutral,"an iit engineer opposing it <ed><u+00a0><u+00bd><ed><u+00b8><u+00a1><ed><u+00a0><u+00bd><ed><u+00b8><u+00a1>demonetization"",false,0,na,""2016-11-23 08:17:26"",false,na,""801338858092843008"",na,""<a href="""" rel=""""nofollow"""">twitter for windows phone</a>"",""annuragdagar"",0,false,false"	
neutral,and	
neutral,we have a chaiwala making india digital	
